city,user_id,user_type,base_cluster,amplitude,phase_base_hours,temp_group,temp_phase,event_type,event_start_day,tou_response_strength
City-B,110,mixed,2,0.677778,-0.007122,0,2.464580,,-1,0.550000
City-B,111,mixed,7,1.311288,-0.177003,2,4.682697,,-1,0.550000
City-B,112,commercial,5,1.278812,0.208978,2,5.354999,SHOCK,246,0.750000
City-B,113,residential,0,0.708147,0.030660,1,0.032358,PV,185,0.180000
City-B,114,commercial,4,1.031445,-0.217572,0,3.976557,,-1,0.750000
City-B,115,mixed,4,1.373393,0.221676,0,3.028256,,-1,0.550000
City-B,116,commercial,4,0.653991,0.355854,0,3.248417,,-1,0.750000
City-B,117,mixed,3,0.983039,-0.758490,1,5.542393,,-1,0.550000
City-B,118,commercial,3,0.864427,-0.234876,2,2.374970,,-1,0.750000
City-B,119,commercial,4,1.276300,-0.403918,1,3.860187,,-1,0.750000
City-B,120,commercial,2,1.657421,-0.495176,1,4.797695,,-1,0.750000
City-B,121,commercial,7,1.466519,-0.873564,1,3.219152,,-1,0.750000
City-B,122,commercial,3,0.605749,0.011083,2,3.275072,,-1,0.750000
City-B,123,commercial,3,1.780931,0.354524,1,3.745595,EV,242,0.750000
City-B,124,commercial,6,1.100101,-0.279979,0,2.961074,,-1,0.750000
City-B,125,commercial,1,1.085640,0.087755,0,2.272197,,-1,0.750000
City-B,126,mixed,3,0.850003,0.223060,0,5.314404,,-1,0.550000
City-B,127,commercial,6,1.203104,0.389957,0,2.225202,,-1,0.750000
City-B,128,commercial,2,0.844352,-0.295988,1,4.048528,,-1,0.750000
City-B,129,commercial,3,0.941541,-0.291047,0,4.922221,,-1,0.750000
City-B,130,mixed,3,1.057222,-0.280250,1,3.458797,,-1,0.550000
City-B,131,residential,5,1.029224,-0.428862,1,6.052885,,-1,0.180000
City-B,132,mixed,7,0.939796,0.584272,2,4.238074,,-1,0.550000
City-B,133,mixed,2,1.023303,-0.441682,1,0.482587,,-1,0.550000
City-B,134,mixed,7,0.564131,-0.756880,2,1.900518,,-1,0.550000
City-B,135,mixed,2,1.260366,0.046791,1,4.642887,,-1,0.550000
City-B,136,mixed,3,0.606937,0.307319,1,0.204699,SHOCK,156,0.550000
City-B,137,commercial,3,1.475120,0.140917,1,1.519247,,-1,0.750000
City-B,138,commercial,6,1.391305,-0.265466,2,2.844153,,-1,0.750000
City-B,139,mixed,1,0.839178,-0.714798,0,2.090823,,-1,0.550000
City-B,140,commercial,3,0.947404,0.033786,2,2.165614,,-1,0.750000
City-B,141,mixed,3,1.583722,0.157748,0,5.207231,,-1,0.550000
City-B,142,residential,0,0.850297,-0.685677,0,2.075819,,-1,0.180000
City-B,143,mixed,4,0.588915,0.530010,0,4.486726,SHOCK,265,0.550000
City-B,144,mixed,4,1.144583,0.275194,0,2.401270,,-1,0.550000
City-B,145,commercial,1,0.917373,-0.065016,1,2.248142,,-1,0.750000
City-B,146,commercial,6,0.886333,0.697418,0,0.530627,,-1,0.750000
City-B,147,commercial,2,1.046693,-0.536812,2,3.353934,,-1,0.750000
City-B,148,commercial,3,0.882563,0.237792,2,2.489565,,-1,0.750000
City-B,149,commercial,3,1.085389,0.213044,2,3.097295,,-1,0.750000
City-B,150,commercial,2,1.243260,0.237679,2,1.733413,,-1,0.750000
City-B,151,commercial,4,0.928118,-0.089273,0,3.209989,,-1,0.750000
City-B,152,mixed,7,1.419644,0.195556,1,5.095945,,-1,0.550000
City-B,153,commercial,6,1.426273,0.169777,1,4.905604,SHOCK,108,0.750000
City-B,154,commercial,5,0.775546,0.450959,0,2.932403,,-1,0.750000
City-B,155,commercial,0,1.325139,-0.356317,1,2.050065,,-1,0.750000
City-B,156,commercial,2,1.158910,0.161357,0,5.212935,EV,247,0.750000
City-B,157,commercial,2,1.023862,-0.407253,2,3.918192,,-1,0.750000
City-B,158,residential,3,1.257317,-0.554084,2,0.794581,,-1,0.180000
City-B,159,commercial,5,1.286605,0.427400,2,4.986060,SHOCK,247,0.750000
City-B,160,mixed,1,0.874106,-0.334704,0,4.715897,,-1,0.550000
City-B,161,commercial,6,0.665780,0.648194,0,0.528823,,-1,0.750000
City-B,162,commercial,2,1.086461,-0.147522,2,1.591770,,-1,0.750000
City-B,163,residential,4,0.809429,0.297053,2,5.811376,SHOCK,146,0.180000
City-B,164,commercial,4,0.754568,-1.015976,1,3.715517,,-1,0.750000
City-B,165,commercial,0,0.881948,-0.483218,0,5.639738,,-1,0.750000
City-B,166,mixed,6,1.108062,0.402258,0,1.352257,,-1,0.550000
City-B,167,residential,3,1.372640,-0.004010,0,3.593846,,-1,0.180000
City-B,168,mixed,5,1.396899,-0.486087,0,3.182313,,-1,0.550000
City-B,169,commercial,3,0.801871,-0.763517,1,2.428335,,-1,0.750000
City-B,170,residential,2,1.479584,0.366623,0,2.294471,,-1,0.180000
City-B,171,commercial,2,1.385428,-0.217418,0,4.490415,,-1,0.750000
City-B,172,commercial,1,1.054564,0.782702,2,4.241565,,-1,0.750000
City-B,173,commercial,1,0.927804,0.295783,2,1.311814,,-1,0.750000
City-B,174,mixed,3,0.690397,0.526072,1,1.914151,PV,102,0.550000
City-B,175,commercial,4,0.952968,0.318411,1,2.017785,,-1,0.750000
City-B,176,residential,3,1.392062,0.091641,2,2.746116,PV,96,0.180000
City-B,177,commercial,3,1.011373,0.048463,0,0.663839,,-1,0.750000
City-B,178,mixed,6,0.998435,-0.783363,1,5.245895,,-1,0.550000
City-B,179,commercial,2,0.834497,0.473322,2,0.367322,,-1,0.750000
City-B,180,commercial,3,0.828380,0.072223,2,2.409918,,-1,0.750000
City-B,181,residential,2,1.762918,0.044397,2,4.391612,,-1,0.180000
City-B,182,mixed,5,1.146504,-0.263811,0,0.895689,,-1,0.550000
City-B,183,commercial,4,0.570200,0.004186,0,5.290195,,-1,0.750000
City-B,184,commercial,4,0.935450,-0.373817,2,4.833150,,-1,0.750000
City-B,185,mixed,2,0.973116,-0.180997,2,0.442327,,-1,0.550000
City-B,186,commercial,3,0.494669,0.145745,2,5.599927,,-1,0.750000
City-B,187,commercial,3,0.867637,0.243454,0,2.199090,,-1,0.750000
City-B,188,residential,3,0.880378,0.081704,2,2.403353,EV,128,0.180000
City-B,189,residential,7,1.211006,-0.904040,1,4.082010,,-1,0.180000
City-B,190,commercial,3,1.364264,0.400197,2,2.300278,,-1,0.750000
City-B,191,commercial,0,1.035753,-0.645800,0,5.845823,,-1,0.750000
City-B,192,mixed,2,0.894092,-0.109620,1,5.567066,,-1,0.550000
City-B,193,commercial,2,0.609432,-1.005440,2,1.607379,,-1,0.750000
City-B,194,mixed,4,0.797318,0.013452,1,2.478839,,-1,0.550000
City-B,195,commercial,6,1.113217,0.705403,2,3.058524,,-1,0.750000
City-B,196,mixed,6,1.360787,0.246996,1,4.702826,,-1,0.550000
City-B,197,residential,2,1.247377,-0.011954,1,5.332522,,-1,0.180000
City-B,198,commercial,4,1.582719,0.089444,1,4.162536,PV,210,0.750000
City-B,199,commercial,5,1.206102,-0.241338,1,4.465997,,-1,0.750000
City-B,200,residential,0,0.777560,0.083689,1,0.833149,,-1,0.180000
City-B,201,residential,2,1.718078,-0.051775,0,5.528879,SHOCK,315,0.180000
City-B,202,commercial,0,1.848946,-0.004094,0,4.449391,,-1,0.750000
City-B,203,residential,5,1.725128,-0.218231,1,0.925512,,-1,0.180000
City-B,204,commercial,2,1.149213,0.131687,0,5.812787,,-1,0.750000
City-B,205,commercial,4,0.954680,0.175784,1,5.059773,,-1,0.750000
City-B,206,commercial,3,0.560328,-0.551848,2,2.123880,,-1,0.750000
City-B,207,commercial,3,1.013654,0.256177,0,3.422977,,-1,0.750000
City-B,208,commercial,3,0.835597,0.011450,1,0.925803,,-1,0.750000
City-B,209,commercial,2,0.792487,-0.143142,2,0.908610,,-1,0.750000
City-B,210,commercial,2,1.122344,0.155747,1,5.455324,,-1,0.750000
City-B,211,commercial,2,1.473584,0.263071,0,4.669346,EV,91,0.750000
City-B,212,commercial,2,1.160113,0.087459,0,3.945075,,-1,0.750000
City-B,213,commercial,4,0.838171,0.314888,2,2.937243,,-1,0.750000
City-B,214,residential,3,0.887199,-0.952823,1,5.993518,EV,103,0.180000
City-B,215,commercial,4,1.116298,-0.100830,1,3.273777,,-1,0.750000
City-B,216,commercial,2,1.800781,-0.050805,2,2.385694,,-1,0.750000
City-B,217,commercial,7,0.914346,-0.329093,2,5.715800,,-1,0.750000
City-B,218,commercial,2,0.638440,-0.108455,1,3.513537,,-1,0.750000
City-B,219,commercial,4,1.098302,-0.452309,0,1.349041,,-1,0.750000
City-B,220,commercial,7,1.773522,0.503402,1,5.543362,PV,203,0.750000
City-B,221,commercial,3,1.355114,-0.189823,2,4.350135,,-1,0.750000
City-B,222,commercial,5,0.730168,-0.642306,0,1.510895,,-1,0.750000
City-B,223,residential,2,1.221199,0.315019,2,4.490925,,-1,0.180000
City-B,224,commercial,2,1.555367,-0.264516,0,2.497035,,-1,0.750000
City-B,225,residential,4,1.098320,0.133466,0,1.236551,,-1,0.180000
City-B,226,commercial,3,1.506420,-0.762509,1,3.548295,,-1,0.750000
City-B,227,mixed,2,0.953119,0.407691,0,3.826406,,-1,0.550000
City-B,228,commercial,0,2.563023,-0.331624,0,3.712721,,-1,0.750000
City-B,229,commercial,3,1.093235,0.358686,0,3.619102,,-1,0.750000
City-B,230,commercial,2,1.644948,-0.192977,2,2.093836,,-1,0.750000
City-B,231,commercial,1,1.174097,-0.513179,0,4.030246,,-1,0.750000
City-B,232,mixed,4,2.462144,-0.482636,0,3.269349,,-1,0.550000
City-B,233,mixed,0,1.474030,0.095534,1,4.977853,,-1,0.550000
City-B,234,mixed,4,1.238411,-0.594483,0,4.572650,,-1,0.550000
City-B,235,residential,4,1.446166,-0.403161,2,2.283671,EV,150,0.180000
City-B,236,commercial,0,1.346488,0.574451,1,1.979589,,-1,0.750000
City-B,237,commercial,2,0.763815,-0.313766,1,4.402779,,-1,0.750000
City-B,238,commercial,2,0.571426,-0.516320,1,4.294819,SHOCK,296,0.750000
City-B,239,commercial,2,1.794808,-0.234000,2,1.138485,,-1,0.750000
City-B,240,commercial,0,0.659016,-0.088928,0,3.267352,,-1,0.750000
City-B,241,commercial,5,2.517570,0.577636,1,4.569403,,-1,0.750000
City-B,242,commercial,3,0.767343,0.462508,1,1.389355,,-1,0.750000
City-B,243,commercial,4,0.507409,-0.340078,1,2.292388,,-1,0.750000
City-B,244,residential,4,0.926124,-0.010370,2,4.672542,,-1,0.180000
City-B,245,mixed,3,0.932496,0.344654,1,3.293983,,-1,0.550000
City-B,246,commercial,5,1.250035,0.031531,0,1.380260,,-1,0.750000
City-B,247,commercial,3,1.430550,-0.523803,0,3.221514,SHOCK,106,0.750000
City-B,248,commercial,7,1.319041,0.186976,0,5.641180,,-1,0.750000
City-B,249,commercial,3,1.583549,-0.289978,0,5.512301,,-1,0.750000
City-B,250,commercial,3,1.064675,-0.397468,0,3.307730,SHOCK,177,0.750000
City-B,251,commercial,5,1.449652,-0.314156,1,1.875375,,-1,0.750000
City-B,252,commercial,6,1.641474,-0.651110,2,1.301181,,-1,0.750000
City-B,253,commercial,6,0.638036,0.525363,1,1.108303,,-1,0.750000
City-B,254,commercial,4,0.879631,0.028937,1,1.385803,,-1,0.750000
City-B,255,commercial,2,1.744043,-0.782166,1,3.625545,,-1,0.750000
City-B,256,mixed,2,0.755127,0.335278,0,3.822393,,-1,0.550000
City-B,257,commercial,3,1.140772,-0.325061,1,1.164385,,-1,0.750000
City-B,258,commercial,4,1.095647,-0.738893,2,2.134913,PV,123,0.750000
City-B,259,commercial,2,0.856077,0.454363,0,2.993758,,-1,0.750000
City-B,260,commercial,4,1.310331,0.157557,0,0.726884,,-1,0.750000
City-B,261,commercial,3,0.623203,0.228417,0,0.328957,,-1,0.750000
City-B,262,commercial,2,0.694594,0.084815,0,1.927797,,-1,0.750000
City-B,263,commercial,3,1.674004,-0.041157,2,5.605297,SHOCK,159,0.750000
City-B,264,commercial,3,1.329692,-0.612250,2,2.333771,SHOCK,207,0.750000
City-B,265,mixed,1,1.230278,0.475282,1,4.086458,,-1,0.550000
City-B,266,commercial,4,0.820067,0.114081,1,6.117835,,-1,0.750000
City-B,267,commercial,5,0.590176,-0.402671,1,5.002517,,-1,0.750000
City-B,268,mixed,2,0.870903,0.245282,1,6.086474,SHOCK,104,0.550000
City-B,269,mixed,3,1.339817,0.505718,0,0.812711,,-1,0.550000
City-B,270,commercial,2,0.632944,0.496641,1,5.944982,,-1,0.750000
City-B,271,commercial,3,1.102745,-0.309521,0,3.853944,,-1,0.750000
City-B,272,commercial,4,0.864501,-0.650650,1,0.104640,,-1,0.750000
City-B,273,commercial,7,0.926587,-0.141409,1,0.706494,,-1,0.750000
City-B,274,commercial,0,0.822188,-0.068856,0,2.836899,,-1,0.750000
City-B,275,commercial,2,0.626501,-0.322961,1,4.576640,,-1,0.750000
City-B,276,commercial,2,0.683441,-0.061412,1,1.723651,,-1,0.750000
City-B,277,commercial,3,0.884631,-0.253614,1,0.878100,,-1,0.750000
City-B,278,mixed,6,0.867101,0.086855,2,0.786506,,-1,0.550000
City-B,279,mixed,5,1.048957,0.025904,1,4.818027,,-1,0.550000
City-B,280,commercial,3,1.054320,0.020408,2,5.849872,SHOCK,116,0.750000
City-B,281,commercial,3,1.191724,-0.464428,1,3.603841,,-1,0.750000
City-B,282,commercial,2,0.617542,-0.604322,0,0.685939,,-1,0.750000
City-B,283,commercial,4,1.141954,-0.352531,1,3.220250,EV,78,0.750000
City-B,284,commercial,2,1.362817,0.076672,2,5.554918,,-1,0.750000
City-B,285,residential,5,0.856983,-0.006049,2,4.311888,,-1,0.180000
City-B,286,mixed,3,1.270863,0.279776,2,3.361297,,-1,0.550000
City-B,287,commercial,5,0.958317,-0.514057,0,5.419406,,-1,0.750000
City-B,288,commercial,3,0.840764,-0.018746,2,5.854779,,-1,0.750000
City-B,289,mixed,2,0.840814,0.263969,0,4.377140,,-1,0.550000
City-B,290,commercial,3,0.836222,0.221494,2,2.145138,,-1,0.750000
City-B,291,commercial,3,0.413352,-0.246507,2,1.894726,,-1,0.750000
City-B,292,commercial,4,0.803413,0.122886,1,1.179253,,-1,0.750000
City-B,293,commercial,5,1.036837,0.822231,0,3.961117,,-1,0.750000
City-B,294,commercial,2,1.423334,0.377974,1,5.431346,,-1,0.750000
City-B,295,commercial,2,0.990878,0.103074,2,2.378322,,-1,0.750000
City-B,296,commercial,3,1.164409,-0.022856,0,1.443947,,-1,0.750000
City-B,297,commercial,5,1.691109,0.147505,0,6.004525,,-1,0.750000
City-B,298,commercial,4,0.684667,0.234572,1,2.903258,,-1,0.750000
City-B,299,residential,3,2.023296,-0.288333,1,3.666069,,-1,0.180000
City-B,300,commercial,2,1.021534,-0.381009,2,2.862680,,-1,0.750000
City-B,301,commercial,0,0.845299,-0.265287,2,1.653228,,-1,0.750000
City-B,302,residential,2,1.246233,0.173923,2,4.308716,EV,162,0.180000
City-B,303,residential,6,1.100203,-0.103795,0,6.110968,SHOCK,309,0.180000
City-B,304,commercial,5,0.852832,0.278851,0,5.169157,,-1,0.750000
City-B,305,commercial,5,0.888273,0.587394,2,5.959291,,-1,0.750000
City-B,306,mixed,2,1.718911,-0.169404,2,4.106683,,-1,0.550000
City-B,307,residential,2,0.865135,0.880658,0,5.440301,,-1,0.180000
City-B,308,mixed,4,1.288794,0.037882,2,0.835020,,-1,0.550000
City-B,309,mixed,5,0.904139,0.415027,2,0.136529,,-1,0.550000
City-B,310,residential,3,1.358373,0.045434,0,2.795750,,-1,0.180000
City-B,311,commercial,0,0.489224,-0.143572,1,3.708479,EV,232,0.750000
City-B,312,commercial,5,1.365483,-0.620700,1,1.290512,,-1,0.750000
City-B,313,commercial,3,0.799232,-0.018356,0,0.971304,,-1,0.750000
City-B,314,commercial,4,1.253055,0.754479,0,1.046229,EV,226,0.750000
City-B,315,commercial,3,1.066867,0.172277,2,4.892779,PV,140,0.750000
City-B,316,commercial,3,1.229324,-0.033257,2,4.889743,,-1,0.750000
City-B,317,commercial,3,0.817973,-0.362199,1,4.310759,,-1,0.750000
City-B,318,mixed,2,0.947992,0.103532,2,5.857722,SHOCK,246,0.550000
City-B,319,commercial,2,1.741819,0.392406,0,5.371355,,-1,0.750000
City-B,320,mixed,3,0.895047,0.071074,0,3.223082,,-1,0.550000
City-B,321,commercial,0,1.004398,-0.258166,2,6.112798,EV,237,0.750000
City-B,322,commercial,2,1.264641,-0.089797,1,4.821306,,-1,0.750000
City-B,323,commercial,4,0.962187,-0.552540,0,4.577836,EV,143,0.750000
City-B,324,commercial,4,1.349656,0.559559,2,5.707756,SHOCK,237,0.750000
City-B,325,mixed,2,1.309667,0.112765,2,1.169888,,-1,0.550000
City-B,326,commercial,2,1.391401,-0.284487,0,3.668200,,-1,0.750000
City-B,327,commercial,2,0.909744,0.188251,1,3.309236,,-1,0.750000
City-B,328,residential,4,1.155982,-0.147200,1,1.897308,,-1,0.180000
City-B,329,commercial,2,0.881431,0.327932,1,1.614570,,-1,0.750000
City-B,330,residential,1,1.052477,0.362009,2,5.208634,,-1,0.180000
City-B,331,commercial,2,0.725651,-0.412186,0,3.808112,SHOCK,175,0.750000
City-B,332,commercial,0,2.048450,0.271420,2,2.292839,,-1,0.750000
City-B,333,commercial,2,0.995679,0.145278,0,3.351674,,-1,0.750000
City-B,334,commercial,4,0.724544,0.245897,2,3.281609,PV,197,0.750000
City-B,335,commercial,3,0.543215,-0.409401,0,0.289693,SHOCK,283,0.750000
City-B,336,mixed,3,0.647220,-0.418910,0,4.083625,SHOCK,113,0.550000
City-B,337,commercial,4,0.735857,-0.176635,1,2.225888,,-1,0.750000
City-B,338,commercial,0,1.408292,-0.165083,1,0.221959,,-1,0.750000
City-B,339,mixed,3,1.453407,-0.317784,2,0.949558,,-1,0.550000
City-B,340,residential,3,1.467441,0.029309,2,3.541677,,-1,0.180000
City-B,341,commercial,2,1.088495,-0.106012,2,2.064551,PV,37,0.750000
City-B,342,commercial,3,1.296621,-0.361981,0,3.735465,,-1,0.750000
City-B,343,commercial,2,1.193277,0.286103,1,0.479466,SHOCK,76,0.750000
City-B,344,residential,3,0.572744,-0.017962,1,0.196123,,-1,0.180000
City-B,345,residential,3,0.735968,-0.238923,1,2.262797,,-1,0.180000
City-B,346,residential,2,0.802198,0.057176,1,3.613509,SHOCK,124,0.180000
City-B,347,commercial,2,1.083109,0.006234,2,4.682053,,-1,0.750000
City-B,348,mixed,2,0.995006,0.501496,0,5.726562,,-1,0.550000
City-B,349,commercial,3,1.146567,0.168808,1,5.079474,,-1,0.750000
City-B,350,mixed,4,0.557139,-0.130215,1,4.742552,,-1,0.550000
City-B,351,mixed,4,2.206959,0.467817,2,5.393277,,-1,0.550000
City-B,352,commercial,2,1.307792,0.151882,2,0.861140,SHOCK,202,0.750000
City-B,353,residential,1,0.809458,-1.208828,2,5.132330,,-1,0.180000
City-B,354,commercial,5,1.484711,0.354863,1,3.186903,,-1,0.750000
City-B,355,commercial,3,1.016939,0.505444,1,0.983803,,-1,0.750000
City-B,356,commercial,1,0.665335,-0.449208,1,3.837558,,-1,0.750000
City-B,357,commercial,2,3.863062,0.008996,2,4.912951,,-1,0.750000
