city,user_id,user_type,base_cluster,amplitude,phase_base_hours,temp_group,temp_phase,event_type,event_start_day,tou_response_strength
City-C,66,commercial,1,0.901593,0.312303,1,4.575655,,-1,0.600000
City-C,67,residential,3,1.189793,0.578440,0,3.245550,,-1,0.220000
City-C,68,residential,5,1.038340,-0.381411,1,1.989055,,-1,0.220000
City-C,69,residential,4,0.969082,0.001546,0,4.120061,SHOCK,84,0.220000
City-C,70,residential,0,1.113365,-1.053274,2,5.187626,,-1,0.220000
City-C,71,commercial,3,1.021318,1.305516,2,4.766030,,-1,0.600000
City-C,72,mixed,5,0.984931,1.212238,0,2.669770,,-1,0.500000
City-C,73,commercial,2,1.243162,-0.437051,2,5.957169,,-1,0.600000
City-C,74,residential,5,1.222840,0.269924,1,5.771380,PV,135,0.220000
City-C,75,commercial,0,1.380930,0.620174,0,4.992637,,-1,0.600000
City-C,76,commercial,3,1.150331,-0.217634,0,4.391344,,-1,0.600000
City-C,77,mixed,3,0.612027,-0.075402,1,0.236760,PV,102,0.500000
City-C,78,residential,4,1.955459,0.641331,0,4.374343,,-1,0.220000
City-C,79,residential,0,0.839093,0.076395,1,2.547157,,-1,0.220000
City-C,80,residential,2,0.772105,-0.001275,1,5.873491,,-1,0.220000
City-C,81,mixed,2,1.451577,-0.645583,1,0.610207,,-1,0.500000
City-C,82,commercial,2,1.828238,1.433625,1,0.087472,,-1,0.600000
City-C,83,mixed,2,0.932371,-0.824672,1,0.951664,,-1,0.500000
City-C,84,residential,3,0.569040,-0.880651,0,0.329992,EV,248,0.220000
City-C,85,commercial,2,0.809517,0.675775,2,4.555482,,-1,0.600000
City-C,86,mixed,6,0.604609,-0.369317,0,2.801197,,-1,0.500000
City-C,87,residential,3,1.246053,0.040175,1,5.711695,PV,38,0.220000
City-C,88,residential,7,0.757834,-0.296727,2,3.564368,,-1,0.220000
City-C,89,residential,2,0.641402,0.692436,2,0.254075,,-1,0.220000
City-C,90,residential,3,0.636869,-0.373269,0,0.200755,SHOCK,327,0.220000
City-C,91,residential,5,0.957589,-0.135075,0,2.167017,,-1,0.220000
City-C,92,commercial,5,0.811196,0.560212,1,4.825948,EV,173,0.600000
City-C,93,mixed,3,2.067016,0.285843,1,0.846260,,-1,0.500000
City-C,94,residential,2,1.580566,0.878501,2,1.812166,,-1,0.220000
City-C,95,residential,7,1.316351,-0.090583,1,0.094531,,-1,0.220000
City-C,96,residential,5,1.182658,1.075571,0,2.741775,,-1,0.220000
City-C,97,commercial,2,0.856631,-0.261086,1,0.584838,,-1,0.600000
City-C,98,residential,1,1.966327,-0.574403,1,6.043645,,-1,0.220000
City-C,99,residential,2,0.702859,-0.400823,1,5.627468,,-1,0.220000
City-C,100,commercial,4,1.033909,-0.905749,2,4.889834,,-1,0.600000
City-C,101,residential,4,1.222954,0.038451,0,4.927340,PV,107,0.220000
City-C,102,residential,7,1.238055,0.044327,0,3.647358,,-1,0.220000
City-C,103,mixed,4,1.331167,0.309759,0,1.391848,,-1,0.500000
City-C,104,mixed,6,0.967248,2.150739,2,0.120091,EV,225,0.500000
City-C,105,commercial,0,1.632161,0.696257,1,3.637658,,-1,0.600000
City-C,106,commercial,2,0.992815,-0.453436,1,2.007674,,-1,0.600000
City-C,107,residential,2,0.919665,0.647537,0,2.458266,,-1,0.220000
City-C,108,mixed,1,1.358647,0.613414,2,0.089015,,-1,0.500000
City-C,109,commercial,4,0.440545,-0.426125,0,6.068922,,-1,0.600000
City-C,110,residential,6,0.825705,0.805118,0,2.762481,,-1,0.220000
City-C,111,commercial,4,0.597393,1.131515,0,1.770527,,-1,0.600000
City-C,112,residential,5,1.000317,-0.817440,2,1.611775,EV,150,0.220000
City-C,113,commercial,6,0.704951,1.437165,2,1.163120,,-1,0.600000
City-C,114,commercial,4,0.623236,0.297845,1,3.051789,,-1,0.600000
City-C,115,mixed,0,1.008843,0.156707,2,0.950406,,-1,0.500000
City-C,116,commercial,2,0.961443,-0.398888,1,0.015269,,-1,0.600000
City-C,117,residential,1,0.668404,-0.687900,0,1.480242,,-1,0.220000
City-C,118,commercial,3,0.687636,-0.307545,1,2.909446,,-1,0.600000
City-C,119,residential,2,1.662801,0.702232,2,4.758637,PV,71,0.220000
City-C,120,commercial,6,1.014623,-0.674186,0,0.019175,,-1,0.600000
City-C,121,commercial,2,0.865580,0.362378,2,1.449166,PV,141,0.600000
City-C,122,mixed,3,0.568375,-1.504317,1,1.617609,,-1,0.500000
City-C,123,mixed,5,0.816391,-0.083749,0,0.371014,,-1,0.500000
City-C,124,commercial,3,0.912823,-0.777343,0,5.771970,EV,254,0.600000
City-C,125,mixed,0,0.917506,-0.042262,0,5.936462,,-1,0.500000
City-C,126,residential,4,1.272804,-0.013415,0,5.752454,,-1,0.220000
City-C,127,commercial,3,0.679221,1.643018,2,2.791132,,-1,0.600000
City-C,128,residential,5,1.119497,0.914926,1,4.273347,,-1,0.220000
City-C,129,residential,7,0.546150,0.958593,1,0.990135,,-1,0.220000
City-C,130,commercial,1,1.446337,-0.932090,2,5.958592,,-1,0.600000
City-C,131,residential,4,0.625982,0.219446,2,6.273665,,-1,0.220000
City-C,132,commercial,2,0.912688,-0.202427,1,2.513159,,-1,0.600000
City-C,133,commercial,2,0.803504,0.012289,1,0.492814,,-1,0.600000
City-C,134,commercial,3,0.667314,-0.014562,2,5.208152,,-1,0.600000
City-C,135,commercial,5,0.428532,0.095811,1,5.230659,SHOCK,200,0.600000
City-C,136,residential,3,1.171436,0.390267,2,5.859017,,-1,0.220000
City-C,137,residential,7,0.938001,-0.267998,2,4.355140,,-1,0.220000
City-C,138,commercial,3,1.034834,-0.823896,1,3.233446,,-1,0.600000
City-C,139,commercial,5,0.955724,-0.437206,2,3.531965,,-1,0.600000
City-C,140,commercial,3,0.558200,0.362226,0,6.276197,,-1,0.600000
City-C,141,commercial,2,0.911092,-0.487591,1,3.807109,,-1,0.600000
City-C,142,residential,4,1.336269,-0.251905,1,4.050838,,-1,0.220000
City-C,143,commercial,5,1.125561,-0.894962,0,0.632823,,-1,0.600000
City-C,144,commercial,0,1.975927,-0.971527,1,5.152194,,-1,0.600000
City-C,145,mixed,1,1.021440,1.451005,0,1.449833,,-1,0.500000
City-C,146,residential,5,0.783373,-0.697897,1,2.257214,EV,162,0.220000
City-C,147,residential,3,0.796187,-0.467488,0,5.291921,,-1,0.220000
City-C,148,residential,2,0.972977,-0.776043,2,2.948969,,-1,0.220000
City-C,149,commercial,4,1.131871,0.126771,2,0.773338,PV,159,0.600000
City-C,150,commercial,0,1.317197,0.321613,1,1.864214,,-1,0.600000
City-C,151,mixed,6,1.208796,0.360031,2,4.852075,,-1,0.500000
City-C,152,commercial,3,0.569069,-0.171019,0,1.167101,SHOCK,89,0.600000
City-C,153,commercial,4,1.187967,-0.379611,1,1.824129,,-1,0.600000
City-C,154,residential,4,1.449829,0.002162,1,1.208091,,-1,0.220000
City-C,155,commercial,2,1.325978,-0.100305,2,5.397518,EV,87,0.600000
City-C,156,commercial,2,1.022602,0.662694,2,0.944677,,-1,0.600000
City-C,157,residential,0,1.096883,1.610812,2,5.728606,,-1,0.220000
City-C,158,residential,4,1.195612,-0.331159,1,0.094161,,-1,0.220000
City-C,159,residential,4,0.670390,-1.236825,2,3.112553,,-1,0.220000
City-C,160,mixed,4,0.836741,0.803491,2,4.230592,SHOCK,46,0.500000
City-C,161,residential,4,1.076671,-0.428565,1,0.828430,,-1,0.220000
City-C,162,commercial,1,0.982837,-0.136099,0,4.045278,,-1,0.600000
City-C,163,residential,3,0.730051,0.800168,2,0.141569,,-1,0.220000
City-C,164,mixed,6,1.522365,-1.259778,0,4.810805,,-1,0.500000
City-C,165,commercial,5,1.146980,-0.318227,0,4.064855,,-1,0.600000
City-C,166,mixed,2,1.380052,1.438093,1,0.379141,,-1,0.500000
City-C,167,residential,0,1.297233,-0.090366,0,0.560786,,-1,0.220000
City-C,168,residential,3,1.946573,-0.289534,0,3.132573,,-1,0.220000
City-C,169,mixed,5,0.649655,-1.090941,0,0.853654,PV,55,0.500000
City-C,170,residential,1,0.608881,-0.221853,2,1.564211,,-1,0.220000
City-C,171,residential,0,1.101372,-0.945764,1,3.035795,,-1,0.220000
City-C,172,mixed,0,1.635397,-0.071737,2,0.444724,,-1,0.500000
City-C,173,mixed,0,1.568934,-0.510505,0,3.952279,,-1,0.500000
City-C,174,commercial,1,1.676935,-0.118463,2,2.034631,,-1,0.600000
City-C,175,residential,4,1.138414,-0.568621,2,5.287668,,-1,0.220000
City-C,176,residential,2,0.991370,0.753660,1,0.143668,,-1,0.220000
City-C,177,residential,3,2.235178,1.081003,1,3.672492,PV,195,0.220000
City-C,178,commercial,7,0.887452,-0.905230,2,3.059297,EV,97,0.600000
City-C,179,residential,0,1.659077,0.183096,2,2.932274,,-1,0.220000
City-C,180,residential,7,0.843902,0.919808,2,5.285147,PV,59,0.220000
City-C,181,mixed,0,0.636887,-0.194783,0,5.225458,,-1,0.500000
City-C,182,mixed,1,1.123523,-2.199033,2,4.332498,EV,157,0.500000
City-C,183,residential,5,1.064858,0.256157,2,6.135436,,-1,0.220000
City-C,184,commercial,4,0.507555,0.859031,1,1.294056,PV,103,0.600000
City-C,185,residential,4,0.669092,0.859549,0,4.994184,,-1,0.220000
City-C,186,commercial,3,0.729609,0.957626,2,5.956635,,-1,0.600000
City-C,187,residential,2,0.858199,0.391689,1,4.393544,,-1,0.220000
City-C,188,residential,1,1.638097,0.277844,1,2.141238,,-1,0.220000
City-C,189,residential,5,1.057307,-0.832306,1,4.528981,EV,211,0.220000
City-C,190,commercial,4,1.338585,-0.428557,1,2.096754,PV,147,0.600000
City-C,191,mixed,4,0.722640,0.637692,0,3.648473,,-1,0.500000
City-C,192,mixed,7,0.638758,0.705878,1,3.736375,,-1,0.500000
City-C,193,commercial,3,1.365239,-1.247940,0,6.141946,,-1,0.600000
City-C,194,residential,7,1.279248,-0.206551,1,3.127168,,-1,0.220000
City-C,195,commercial,2,1.655039,-0.802030,1,3.389010,,-1,0.600000
City-C,196,commercial,7,1.147667,0.898693,1,3.737587,,-1,0.600000
City-C,197,commercial,5,0.866760,0.338969,1,1.348279,,-1,0.600000
City-C,198,residential,7,0.927845,-1.371462,0,1.221264,SHOCK,286,0.220000
City-C,199,residential,7,0.939057,2.287104,2,2.350140,,-1,0.220000
City-C,200,commercial,4,1.088769,1.142110,2,0.397069,,-1,0.600000
City-C,201,commercial,4,1.968162,-2.439851,1,0.996892,SHOCK,316,0.600000
City-C,202,residential,7,1.538898,-0.246643,2,1.323652,EV,234,0.220000
City-C,203,residential,1,0.628808,-0.847850,1,3.559631,,-1,0.220000
City-C,204,residential,4,1.685392,-0.013590,0,2.616962,,-1,0.220000
City-C,205,residential,1,1.247574,-0.630105,2,2.712487,,-1,0.220000
City-C,206,commercial,3,0.890691,0.659977,1,1.516034,,-1,0.600000
City-C,207,commercial,0,1.563457,-0.208011,2,4.898053,,-1,0.600000
City-C,208,residential,7,0.738110,-0.404418,1,2.741780,EV,87,0.220000
City-C,209,commercial,1,2.541504,0.126319,1,0.972071,,-1,0.600000
City-C,210,commercial,7,1.027802,-0.639820,0,5.284185,,-1,0.600000
City-C,211,commercial,4,1.412966,-0.616269,2,2.528114,,-1,0.600000
City-C,212,mixed,3,1.435404,0.180671,2,0.914520,SHOCK,282,0.500000
City-C,213,residential,3,1.024587,-0.987493,2,2.091964,,-1,0.220000
City-C,214,mixed,2,1.252448,0.235658,0,4.190825,,-1,0.500000
City-C,215,residential,0,1.371316,-1.146925,2,4.002499,,-1,0.220000
City-C,216,residential,4,0.711262,0.851074,1,4.941707,,-1,0.220000
City-C,217,residential,4,1.876435,-0.280522,0,1.904824,,-1,0.220000
City-C,218,residential,4,1.175378,0.481655,0,2.034216,,-1,0.220000
City-C,219,commercial,7,1.086994,0.263713,1,1.381373,PV,100,0.600000
City-C,220,commercial,4,2.014908,-0.768220,1,4.808060,,-1,0.600000
City-C,221,commercial,4,1.516804,0.698641,0,2.860312,,-1,0.600000
City-C,222,residential,5,1.775392,-0.585195,0,5.986194,,-1,0.220000
City-C,223,residential,1,1.170450,0.304911,0,5.699752,,-1,0.220000
City-C,224,residential,2,1.237633,0.338488,1,0.574039,,-1,0.220000
City-C,225,commercial,3,1.966767,0.061264,0,5.678600,,-1,0.600000
City-C,226,residential,4,0.874764,1.141684,0,3.662404,,-1,0.220000
City-C,227,mixed,1,1.056662,-0.005971,2,5.160708,SHOCK,182,0.500000
City-C,228,residential,1,1.202290,-0.864521,0,2.874136,,-1,0.220000
City-C,229,residential,6,0.762669,0.695716,2,3.893395,,-1,0.220000
City-C,230,residential,6,0.657828,1.449293,0,2.593644,,-1,0.220000
City-C,231,residential,4,0.985525,-0.457088,2,4.589571,,-1,0.220000
City-C,232,commercial,2,1.296730,-1.790971,1,6.201463,,-1,0.600000
City-C,233,mixed,2,0.611059,-0.251985,1,2.600506,,-1,0.500000
City-C,234,residential,5,1.249578,0.183655,0,5.635516,EV,149,0.220000
City-C,235,commercial,2,0.759055,-1.066623,2,5.110849,,-1,0.600000
City-C,236,commercial,6,1.315095,-0.786954,1,2.760705,,-1,0.600000
City-C,237,commercial,5,1.520007,1.547879,0,4.102492,,-1,0.600000
City-C,238,mixed,4,0.904315,-1.163430,1,5.668777,,-1,0.500000
City-C,239,residential,6,0.681910,1.658863,0,1.718284,EV,117,0.220000
City-C,240,commercial,2,0.526766,0.813761,1,3.612857,,-1,0.600000
City-C,241,commercial,4,0.900316,-0.005796,1,3.071246,EV,243,0.600000
City-C,242,commercial,7,1.056359,0.878640,2,0.056140,,-1,0.600000
City-C,243,residential,1,1.285812,0.264616,2,5.134447,,-1,0.220000
City-C,244,mixed,0,0.774912,0.720001,0,1.439637,,-1,0.500000
City-C,245,mixed,4,1.847580,1.581528,1,3.552720,EV,158,0.500000
City-C,246,residential,1,0.635402,-0.565497,1,0.696370,EV,203,0.220000
City-C,247,commercial,1,0.742721,-0.108176,0,3.486681,,-1,0.600000
City-C,248,commercial,6,0.816974,-2.193532,1,4.029119,PV,194,0.600000
City-C,249,commercial,5,1.957951,-0.482538,2,1.433199,PV,87,0.600000
City-C,250,mixed,4,0.707070,0.005769,1,4.027414,EV,181,0.500000
City-C,251,mixed,3,1.287501,0.565303,2,2.017506,,-1,0.500000
City-C,252,residential,2,1.073800,0.220277,2,1.965577,PV,47,0.220000
City-C,253,mixed,1,1.277078,-0.284052,2,4.232636,,-1,0.500000
City-C,254,residential,2,1.079525,-0.010290,0,5.585453,,-1,0.220000
City-C,255,residential,0,1.044394,0.223181,2,4.233979,PV,89,0.220000
City-C,256,commercial,2,1.928992,-1.655222,1,2.422728,SHOCK,255,0.600000
City-C,257,residential,0,0.637457,0.734602,2,1.384519,,-1,0.220000
City-C,258,residential,6,1.053412,0.220254,1,1.498586,,-1,0.220000
City-C,259,commercial,0,1.171349,0.219659,1,0.757933,,-1,0.600000
City-C,260,mixed,7,0.994490,1.592147,1,2.685616,EV,114,0.500000
City-C,261,commercial,3,0.454551,0.141313,1,0.785155,,-1,0.600000
City-C,262,residential,3,0.670578,-0.926508,0,5.914743,,-1,0.220000
City-C,263,commercial,6,0.703968,-0.262189,0,4.722043,EV,150,0.600000
City-C,264,commercial,3,1.132764,1.375909,0,0.400871,,-1,0.600000
City-C,265,residential,0,1.190161,-0.212102,2,1.312470,,-1,0.220000
City-C,266,residential,1,1.213817,-0.935000,1,3.008605,,-1,0.220000
City-C,267,residential,5,1.369731,-0.049834,1,2.864341,PV,210,0.220000
City-C,268,residential,3,1.179816,0.037010,0,0.022144,,-1,0.220000
City-C,269,commercial,3,1.080927,-1.098404,1,0.341247,,-1,0.600000
City-C,270,residential,5,1.058018,-1.081760,0,3.823394,,-1,0.220000
City-C,271,commercial,0,1.242602,-0.547669,0,5.292973,,-1,0.600000
City-C,272,commercial,5,1.508601,-0.222169,0,4.167941,,-1,0.600000
City-C,273,mixed,0,0.887466,0.235396,2,4.086117,,-1,0.500000
City-C,274,commercial,2,0.488894,-0.392457,0,3.692016,,-1,0.600000
City-C,275,residential,3,0.959840,0.872138,1,1.537704,PV,141,0.220000
City-C,276,residential,4,0.719383,1.102559,1,3.128077,,-1,0.220000
City-C,277,residential,4,1.123707,0.963120,2,5.399876,EV,252,0.220000
City-C,278,mixed,5,0.768320,0.622462,2,3.202619,,-1,0.500000
City-C,279,residential,5,2.654420,-0.676027,0,0.302665,PV,42,0.220000
City-C,280,residential,5,0.659031,0.506800,2,0.334384,,-1,0.220000
City-C,281,residential,1,0.822892,-0.684145,2,3.482959,,-1,0.220000
City-C,282,residential,4,0.892264,-0.311820,1,0.746075,PV,93,0.220000
City-C,283,residential,1,0.462648,0.568979,2,0.504337,PV,104,0.220000
City-C,284,mixed,3,0.484989,0.070199,0,4.233252,,-1,0.500000
City-C,285,commercial,5,1.040275,-0.082407,2,4.533077,,-1,0.600000
City-C,286,commercial,3,0.977914,-0.371017,2,1.601598,,-1,0.600000
City-C,287,residential,0,0.680214,1.427145,2,1.043079,EV,199,0.220000
City-C,288,residential,1,0.875436,-0.109995,2,5.850318,,-1,0.220000
City-C,289,mixed,4,0.632845,1.144925,1,0.192729,,-1,0.500000
City-C,290,mixed,2,1.048469,-0.337185,2,0.720775,,-1,0.500000
City-C,291,commercial,4,1.410297,-0.129285,0,0.583692,,-1,0.600000
City-C,292,residential,0,1.136262,-0.789019,2,0.465281,,-1,0.220000
City-C,293,commercial,1,0.777609,0.952798,2,2.715235,,-1,0.600000
City-C,294,residential,3,1.253612,0.568759,1,2.190288,EV,88,0.220000
City-C,295,commercial,4,0.602454,-0.326707,1,4.753514,,-1,0.600000
City-C,296,residential,6,0.786576,1.191337,1,4.792452,,-1,0.220000
City-C,297,mixed,0,1.443265,-0.008745,2,4.507836,,-1,0.500000
City-C,298,commercial,7,0.700439,-1.256099,1,3.629033,,-1,0.600000
City-C,299,commercial,3,1.357045,0.172754,2,5.363139,,-1,0.600000
City-C,300,commercial,2,1.203260,-0.241614,1,0.947791,,-1,0.600000
City-C,301,residential,2,0.768947,1.187341,0,2.908696,,-1,0.220000
City-C,302,residential,2,0.627839,-0.921646,2,4.756547,,-1,0.220000
City-C,303,residential,0,1.324947,1.327234,2,4.625985,EV,212,0.220000
City-C,304,residential,2,0.913739,-1.402742,2,5.440782,,-1,0.220000
City-C,305,commercial,2,0.656772,-0.143630,0,0.533197,,-1,0.600000
City-C,306,residential,2,0.753568,-0.287268,2,4.528937,,-1,0.220000
City-C,307,residential,3,1.157434,-0.283146,2,1.251521,,-1,0.220000
City-C,308,residential,2,1.424344,0.128057,0,6.210769,,-1,0.220000
City-C,309,residential,2,0.746070,0.392665,1,1.608074,PV,74,0.220000
City-C,310,residential,0,1.032089,-0.404156,1,3.237653,,-1,0.220000
City-C,311,residential,5,1.274796,-0.529850,2,1.534442,,-1,0.220000
City-C,312,residential,2,1.167664,1.718252,1,2.806259,EV,108,0.220000
City-C,313,commercial,6,1.531300,0.085177,0,4.893214,PV,131,0.600000
City-C,314,commercial,0,1.065364,-2.134163,1,1.956641,EV,154,0.600000
City-C,315,commercial,7,2.178991,1.182184,0,2.293597,PV,142,0.600000
City-C,316,mixed,2,0.930890,-0.899883,1,4.664784,PV,163,0.500000
City-C,317,commercial,1,0.550318,0.488571,1,0.982878,PV,82,0.600000
City-C,318,commercial,4,1.273853,-0.181746,0,1.527648,,-1,0.600000
City-C,319,commercial,0,1.640756,-0.075327,0,1.203571,,-1,0.600000
City-C,320,commercial,5,1.176535,0.656927,0,0.144313,,-1,0.600000
City-C,321,mixed,6,0.944645,0.329396,0,4.385612,,-1,0.500000
City-C,322,commercial,1,1.376842,-1.196695,2,3.913909,,-1,0.600000
City-C,323,residential,7,1.108224,1.126358,0,1.175745,,-1,0.220000
City-C,324,residential,0,0.446538,0.303936,1,5.233219,PV,144,0.220000
City-C,325,mixed,7,0.906757,-0.911167,1,2.865454,SHOCK,142,0.500000
City-C,326,commercial,0,1.361918,0.279904,2,1.031014,,-1,0.600000
City-C,327,residential,6,1.105651,-0.026145,0,5.381561,,-1,0.220000
City-C,328,residential,6,1.125245,-0.204081,0,1.671386,,-1,0.220000
City-C,329,mixed,1,1.158268,0.097138,2,3.046045,,-1,0.500000
City-C,330,mixed,7,0.625539,-0.646945,1,4.400315,,-1,0.500000
City-C,331,residential,3,1.211673,0.793803,2,1.022722,,-1,0.220000
City-C,332,residential,2,1.560572,1.140934,0,0.712940,,-1,0.220000
City-C,333,residential,5,0.933196,0.026320,0,3.521507,,-1,0.220000
City-C,334,residential,7,0.667875,-0.142298,2,3.538929,,-1,0.220000
City-C,335,residential,0,1.883733,0.731499,2,4.076125,,-1,0.220000
City-C,336,residential,7,0.972782,0.081201,2,2.333272,SHOCK,235,0.220000
City-C,337,mixed,2,1.485297,0.438061,2,2.418963,,-1,0.500000
City-C,338,mixed,2,0.710704,0.425641,1,5.503557,,-1,0.500000
City-C,339,commercial,2,0.992361,-0.457149,0,5.281665,,-1,0.600000
City-C,340,commercial,5,0.777611,-0.890881,1,5.359511,,-1,0.600000
City-C,341,mixed,1,1.010741,0.071715,0,0.582915,PV,209,0.500000
City-C,342,residential,5,0.894170,0.889419,1,1.182558,SHOCK,106,0.220000
City-C,343,commercial,0,0.469988,0.655018,1,3.699981,,-1,0.600000
City-C,344,commercial,2,1.471619,-1.023589,2,5.644664,,-1,0.600000
City-C,345,residential,4,1.063494,0.800122,0,2.457712,,-1,0.220000
City-C,346,residential,0,1.109007,-0.026653,0,0.051569,,-1,0.220000
City-C,347,residential,0,1.042496,0.138338,2,3.839808,EV,106,0.220000
City-C,348,mixed,3,1.009368,-0.037128,1,3.486084,,-1,0.500000
City-C,349,residential,3,2.204252,0.456875,0,2.353662,,-1,0.220000
City-C,350,mixed,4,0.806268,0.298523,0,3.780153,,-1,0.500000
City-C,351,residential,0,1.245878,-0.932590,1,6.134860,,-1,0.220000
City-C,352,commercial,7,1.003345,-0.901210,2,1.440222,EV,218,0.600000
City-C,353,residential,5,0.744915,1.088486,2,4.604607,EV,112,0.220000
City-C,354,commercial,3,0.936155,1.432731,2,0.712128,,-1,0.600000
City-C,355,mixed,6,0.748784,0.999573,2,1.778762,,-1,0.500000
City-C,356,mixed,0,0.840443,-0.092021,1,3.834249,,-1,0.500000
City-C,357,residential,2,1.142284,-0.907668,1,0.353449,,-1,0.220000
City-C,358,commercial,4,0.969884,0.146562,1,0.278803,,-1,0.600000
City-C,359,mixed,0,0.811333,0.041488,0,5.673627,,-1,0.500000
